"Symbol","Description","Universe","Market Capitalization","Sector","Industry","Same Sub-Industry As","Price/Earnings (TTM)","Price/Book (MRQ)"
"BMBN","Benchmark Bankshares Inc","Domestic","$94M (Micro)","Financials","Banks","Regional Banks","--","2.40"
"BHE","Benchmark Electronics Inc","Domestic","$1B (Micro)","Information Technology","Electronic Equipment, Instruments & Components","Electronic Manufacturing Services","17.04","1.00"
"BFHJ","Beneficial Holdings Inc","Domestic","-- ","Real Estate","Real Estate Management & Development","Diversified Real Estate Activities","--","--"
"BNFT","Benefitfocus Inc","Domestic","$357M (Micro)","Information Technology","Software","Application Software","--","--"
"BNTC","Benitec Biopharma Inc","Domestic","$5M (Micro)","Health Care","Biotechnology","Biotechnology","--","0.34"
"BHIL/WS","Benson Hill Equity Warrants Exp 29 Sep 2026","Domestic","-- ","Consumer Staples","Food Products","Agricultural Products","--","--"
"BHIL","Benson Hill Inc","Domestic","$683M (Micro)","Consumer Staples","Food Products","Agricultural Products","--","2.53"
"BSY","Bentley Systems Inc","Domestic","$11B (Mid)","Information Technology","Software","Application Software","65.16","21.53"
"BEOB","BEO Bancorp","Domestic","-- ","Financials","Banks","Regional Banks","--","--"
"BRGO","Bergio International Inc","Domestic","$616K (Micro)","Consumer Discretionary","Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods","--","0.05"
"BLI","Berkeley Lights Inc","Domestic","$206M (Micro)","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services","--","1.30"
"BGRY","Berkshire Grey Inc","Domestic","$256M (Micro)","Industrials","Machinery","Industrial Machinery","--","2.39"
"BRK/A","Berkshire Hathaway Inc","Domestic","$277B (Large)","Financials","Diversified Financial Services","Multi-Sector Holdings","--","1.50"
"BRK/B","Berkshire Hathaway Inc","Domestic","-- ","Financials","Diversified Financial Services","Multi-Sector Holdings","--","--"
"BHLB","Berkshire Hills Bancorp Inc","Domestic","$1B (Micro)","Financials","Banks","Regional Banks","17.13","1.44"
"BRY","Berry Corporation (Bry)","Domestic","$669M (Micro)","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production","3.85","0.87"
"BERY","Berry Global Group Inc","Domestic","$7B (Small)","Materials","Containers & Packaging","Metal & Glass Containers","9.42","2.14"
"BSPK","Bespoke Extracts Inc","Domestic","$3M (Micro)","Health Care","Pharmaceuticals","Pharmaceuticals","--","--"
"BBY","Best Buy Co Inc","Domestic","$16B (Mid)","Consumer Discretionary","Specialty Retail","Computer & Electronics Retail","9.37","5.45"
"BWAV","Betawave Corp","Domestic","$585 (Micro)","Communication Services","Media","Advertising","--","--"
"BTTR","Better Choice Company Inc","Domestic","$26M (Micro)","Consumer Staples","Food Products","Packaged Foods & Meats","--","0.56"
"BEEN","Better Environment Concepts Inc","Domestic","$219K (Micro)","Industrials","Commercial Services & Supplies","Commercial Printing","0.00","0.00"
"BFYW","Better for You Wellness Inc","Domestic","$7M (Micro)","Industrials","Electrical Equipment","Heavy Electrical Equipment","--","--"
"BTTX","Better Therapeutics Inc","Domestic","$33M (Micro)","Health Care","Health Care Technology","Health Care Technology","--","1.84"
"BHBCQ","Beverly Hills Bancorp Inc","Domestic","$2K (Micro)","Financials","Thrifts & Mortgage Finance","Thrifts & Mortgage Finance","--","0.00"
"BXLC","Bexil Corp","Domestic","$22M (Micro)","Financials","Diversified Financial Services","Other Diversified Financial Services","--","0.86"
"XAIR","Beyond Air Inc","Domestic","$171M (Micro)","Health Care","Health Care Equipment & Supplies","Health Care Equipment","--","2.91"
"BYOC","Beyond Commerce Inc","Domestic","$3M (Micro)","Communication Services","Interactive Media & Services","Interactive Media & Services","--","--"
"BYND","Beyond Meat Inc","Domestic","$889M (Micro)","Consumer Staples","Food Products","Packaged Foods & Meats","--","--"
"BYSI","Beyondspring Inc","Domestic","$26M (Micro)","Health Care","Biotechnology","Biotechnology","--","0.99"
"BGMD","BG Medicine Inc","Domestic","$3K (Micro)","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services","--","--"
"BGCP","BGC Partners Inc","Domestic","$1B (Micro)","Financials","Capital Markets","Investment Banking & Brokerage","14.48","2.20"
"BGRP","BGI Inc","Domestic","$20M (Micro)","Consumer Discretionary","Internet & Direct Marketing Retail","Internet & Direct Marketing Retail","--","--"
"BGSF","BGSF Inc","Domestic","$140M (Micro)","Industrials","Professional Services","Human Resource & Employment Services","12.19","1.45"
"BHPA","BHPA Inc","Domestic","-- ","Information Technology","Software","Application Software","--","--"
"BGFV","Big 5 Sporting Goods Corp","Domestic","$290M (Micro)","Consumer Discretionary","Specialty Retail","Specialty Stores","6.58","1.07"
"BIG","Big Lots Inc","Domestic","$520M (Micro)","Consumer Discretionary","Multiline Retail","General Merchandise Stores","--","0.58"
"HQGE","Big M Entertainment Corp","Domestic","$774K (Micro)","Communication Services","Entertainment","Movies & Entertainment","0.00","0.00"
"BSEG","Big Screen Entertainment Group Inc","Domestic","-- ","Communication Services","Entertainment","Movies & Entertainment","--","--"
"BBAI","BigBear.ai Holdings Inc","Domestic","$126M (Micro)","Information Technology","IT Services","IT Consulting & Other Services","--","--"
"BIGC","Bigcommerce Holdings Inc","Domestic","$640M (Micro)","Information Technology","IT Services","Internet Services & Infrastructure","--","9.83"
"BH","Biglari Holdings Inc","Domestic","-- ","Consumer Discretionary","Hotels, Restaurants & Leisure","Restaurants","--","--"
"BH/A","Biglari Holdings Inc","Domestic","$141M (Micro)","Consumer Discretionary","Hotels, Restaurants & Leisure","Restaurants","--","2.89"
"BGTK","BIGtoken Inc","Domestic","$41M (Micro)","Communication Services","Media","Advertising","--","0.05"
"BILL","Bill.com Holdings Inc","Domestic","$12B (Mid)","Information Technology","Software","Application Software","--","3.07"
"BLMC","Biloxi Marsh Lands Corp","Domestic","-- ","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production","--","--"
"BMNM","Bimini Capital Management Inc","Domestic","$11M (Micro)","Financials","Mortgage Real Estate Investment Trusts (REITs)","Mortgage REITs","--","0.40"
"BPTH","Bio Path Holdings Inc","Domestic","$11M (Micro)","Health Care","Biotechnology","Biotechnology","--","0.66"
"BIO","Bio Rad Laboratories Inc","Domestic","$10B (Mid)","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services","--","1.39"
"BIO/B","Bio Rad Laboratories Inc","Domestic","-- ","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services","--","--"
"BKYI","BIO-Key International Inc","Domestic","$9M (Micro)","Information Technology","Software","Systems Software","--","0.63"
"TECH","Bio-Techne Corp","Domestic","$13B (Mid)","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services","46.46","7.43"
"BIAF","bioAffinity Technologies Inc","Domestic","$7M (Micro)","Health Care","Biotechnology","Biotechnology","--","--"
"BIOAF","Bioasis Technologies Inc","Domestic","-- ","Health Care","Biotechnology","Biotechnology","--","--"
"BCAB","Bioatla Inc","Domestic","$413M (Micro)","Health Care","Biotechnology","Biotechnology","--","2.30"
"BCDA","BioCardia Inc","Domestic","$33M (Micro)","Health Care","Biotechnology","Biotechnology","--","8.10"
"BIOC","Biocept Inc","Domestic","$14M (Micro)","Health Care","Biotechnology","Biotechnology","--","0.37"
"BICX","BioCorRx Inc","Domestic","$14M (Micro)","Health Care","Health Care Providers & Services","Health Care Facilities","--","--"
"BCRX","BioCryst Pharmaceuticals Inc","Domestic","$2B (Small)","Health Care","Biotechnology","Biotechnology","--","--"
"BICB","Biocube Inc","Domestic","$1M (Micro)","Industrials","Electrical Equipment","Electrical Components & Equipment","--","--"
"BDSX","Biodesix Inc","Domestic","$60M (Micro)","Health Care","Health Care Providers & Services","Health Care Services","--","--"
"BOTH","Bioethics Ltd","Domestic","$250K (Micro)","--","--","--","--","--"
"BFNH","BioForce Nanosciences Holdings Inc","Domestic","$100M (Micro)","Consumer Staples","Personal Products","Personal Products","--","--"
"BFRI","Biofrontera Inc","Domestic","$27M (Micro)","Health Care","Pharmaceuticals","Pharmaceuticals","--","1.10"
"BIIB","Biogen Inc","Domestic","$43B (Large)","Health Care","Biotechnology","Biotechnology","15.39","3.40"
"BHVN","Biohaven Ltd","Domestic","$975M (Micro)","Health Care","Biotechnology","Biotechnology","--","--"
"BLGO","BioLargo Inc","Domestic","$55M (Micro)","Materials","Chemicals","Specialty Chemicals","--","12.28"
"BIOL","BIOLASE Inc","Domestic","$12M (Micro)","Health Care","Health Care Equipment & Supplies","Health Care Equipment","--","0.51"
"BLFS","BioLife Solutions Inc","Domestic","$909M (Micro)","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services","--","2.22"
"BMGP","Biomagnetics Diagnostics Corp","Domestic","-- ","Health Care","Health Care Equipment & Supplies","Health Care Equipment","--","--"
"BMRN","Biomarin Pharmaceutical Inc","Domestic","$16B (Mid)","Health Care","Biotechnology","Biotechnology","221.45","3.56"
"BMEA","Biomea Fusion Inc","Domestic","$214M (Micro)","Health Care","Biotechnology","Biotechnology","--","1.64"
"BMRA","Biomerica Inc","Domestic","$50M (Micro)","Health Care","Health Care Equipment & Supplies","Health Care Equipment","--","6.03"
"BNET","Bion Environmental Technologies Inc","Domestic","$48M (Micro)","Industrials","Commercial Services & Supplies","Environmental & Facilities Services","--","--"
"BNGO","Bionano Genomics Inc","Domestic","$760M (Micro)","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services","--","2.70"
"BNKL","Bionik Laboratories Corp","Domestic","$2M (Micro)","Health Care","Health Care Equipment & Supplies","Health Care Equipment","--","3.88"
"BIONQ","BioNitrogen Holdings Corp","Domestic","-- ","Materials","Chemicals","Fertilizers & Agricultural Chemicals","--","--"
"BINP","Bionoid Pharma Inc","Domestic","$65M (Micro)","Health Care","Health Care Equipment & Supplies","Health Care Equipment","1.04","--"
"BOPO","Biopower Operations Corp","Domestic","$3M (Micro)","Energy","Oil, Gas & Consumable Fuels","Coal & Consumable Fuels","--","--"
"BIOQ","Bioqual Inc","Domestic","$65M (Micro)","Health Care","Biotechnology","Biotechnology","12.40","1.67"
"BIOR","Biora Therapeutics Inc","Domestic","$43M (Micro)","Health Care","Biotechnology","Biotechnology","--","--"
"BRTX","BioRestorative Therapies Inc","Domestic","$11M (Micro)","Health Care","Biotechnology","Biotechnology","--","0.58"
"BSGM","Biosig Technologies Inc","Domestic","$21M (Micro)","Health Care","Health Care Equipment & Supplies","Health Care Equipment","--","11.06"
"BSTG","Biostage Inc","Domestic","$76M (Micro)","Health Care","Biotechnology","Biotechnology","--","--"
"BSEM","Biostem Technologies Inc","Domestic","$39M (Micro)","Health Care","Pharmaceuticals","Pharmaceuticals","--","--"
"BTMD","biote Corp","Domestic","$271M (Micro)","Health Care","Pharmaceuticals","Pharmaceuticals","9.66","0.53"
"BTCY","Biotricity Inc","Domestic","$57M (Micro)","Health Care","Health Care Technology","Health Care Technology","--","--"
"BVS","Bioventus Inc","Domestic","$153M (Micro)","Health Care","Health Care Equipment & Supplies","Health Care Supplies","--","0.34"
"BIVI","BioVie Inc","Domestic","$157M (Micro)","Health Care","Biotechnology","Biotechnology","--","25.96"
"BTAI","BioXcel Therapeutics Inc","Domestic","$436M (Micro)","Health Care","Biotechnology","Biotechnology","--","3.43"
"BIXT","Bioxytran Inc","Domestic","$68M (Micro)","Health Care","Biotechnology","Biotechnology","--","--"
"BRDS/WS","Bird Global Equity Warrants","Domestic","-- ","Industrials","Road & Rail","Trucking","--","--"
"BRDS","Bird Global Inc","Domestic","$60M (Micro)","Industrials","Road & Rail","Trucking","--","0.70"
"BPCP","Bishop Capital Corp","Domestic","$80K (Micro)","Real Estate","Real Estate Management & Development","Real Estate Development","--","0.04"
"BTBT","Bit Digital Inc","Domestic","$85M (Micro)","Information Technology","Software","Application Software","--","0.52"
"BTOG","Bit Origin Ltd","Domestic","$21M (Micro)","Information Technology","Software","Application Software","200.68","0.55"
"BTGN","Bitcoin Generation Inc","Domestic","$118K (Micro)","Information Technology","Software","Application Software","--","--"
"BTTC","Bitech Technologies Corp","Domestic","$57M (Micro)","Health Care","Health Care Providers & Services","Health Care Services","--","125.46"
"BFCH","BitFrontier Capital Holdings Inc","Domestic","$4M (Micro)","Information Technology","Software","Application Software","--","--"
"BMNR","Bitmine Immersion Technologies Inc","Domestic","$47M (Micro)","Information Technology","Software","Application Software","--","38.67"
"NILE","Bitnile Holdings Inc","Domestic","$47M (Micro)","Industrials","Electrical Equipment","Electrical Components & Equipment","--","0.14"
"BITW","Bitwise 10 Crypto Index Fund","Domestic","-- ","--","--","--","--","--"
"BJRI","BJ's Restaurants Inc","Domestic","$766M (Micro)","Consumer Discretionary","Hotels, Restaurants & Leisure","Restaurants","--","2.26"
"BJ","BJ's Wholesale Club Holdings Inc","Domestic","$10B (Mid)","Consumer Staples","Food & Staples Retailing","Hypermarkets & Super Centers","20.81","11.71"
"BKTI","BK Technologies Corp","Domestic","$44M (Micro)","Information Technology","Communications Equipment","Communications Equipment","--","2.12"
