"Symbol","Description","Universe","Return on Invested Capital (TTM)","Price/Earnings (TTM)","Sector","Industry","Same Sub-Industry As","Market Capitalization"
"CTOS","Custom Truck One Source Inc","Domestic","0.19%","397.04","Industrials","Trading Companies & Distributors","Trading Companies & Distributors","$2B (Micro)"
"CVV","CVD Equipment Corp","Domestic","11.38%","11.62","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductor Equipment","$35M (Micro)"
"UAN","CVR Partners LP","Domestic","27.31%","5.16","Materials","Chemicals","Fertilizers & Agricultural Chemicals","$1B (Micro)"
"CYAN","Cyanotech Corp","Domestic","4.47%","6.89","Consumer Staples","Personal Products","Personal Products","$8M (Micro)"
"DSKE","Daseke Inc","Domestic","5.45%","8.49","Industrials","Road & Rail","Trucking","$361M (Micro)"
"PLAY","Dave & Buster's Entertainment Inc","Domestic","4.98%","14.02","Consumer Discretionary","Hotels, Restaurants & Leisure","Restaurants","$2B (Micro)"
"DXR","Daxor Corp","Domestic","26.29%","8.69","Health Care","Health Care Equipment & Supplies","Health Care Equipment","$39M (Micro)"
"DPSI","DecisionPoint Systems Inc","Domestic","10.05%","28.32","Information Technology","IT Services","IT Consulting & Other Services","$53M (Micro)"
"DLA","Delta Apparel Inc","Domestic","5.51%","4.61","Consumer Discretionary","Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods","$89M (Micro)"
"DLX","Deluxe Corp","Domestic","2.50%","13.61","Industrials","Commercial Services & Supplies","Commercial Printing","$817M (Micro)"
"DENN","Denny's Corp","Domestic","29.04%","7.31","Consumer Discretionary","Hotels, Restaurants & Leisure","Restaurants","$699M (Micro)"
"DBI","Designer Brands Inc","Domestic","13.18%","7.28","Consumer Discretionary","Specialty Retail","Apparel Retail","$1B (Micro)"
"DXLG","Destination XL Group Inc","Domestic","45.09%","5.02","Consumer Discretionary","Specialty Retail","Apparel Retail","$436M (Micro)"
"DHX","DHI Group Inc","Domestic","1.34%","132.71","Communication Services","Interactive Media & Services","Interactive Media & Services","$270M (Micro)"
"DRH","Diamondrock Hospitality Co","Domestic","3.08%","25.03","Real Estate","Equity Real Estate Investment Trusts (REITs)","Hotel & Resort REITs","$2B (Micro)"
"DGII","Digi International Inc","Domestic","2.94%","79.19","Information Technology","Communications Equipment","Communications Equipment","$1B (Micro)"
"DGLY","Digital Ally Inc","Domestic","3.60%","13.96","Information Technology","Electronic Equipment, Instruments & Components","Electronic Equipment & Instruments","$18M (Micro)"
"APPS","Digital Turbine Inc","Domestic","5.89%","31.93","Information Technology","Software","Application Software","$2B (Micro)"
"DIN","Dine Brands Global Inc","Domestic","5.91%","13.54","Consumer Discretionary","Hotels, Restaurants & Leisure","Restaurants","$1B (Micro)"
"DSGR","Distribution Solutions Group Inc","Domestic","1.39%","95.25","Industrials","Trading Companies & Distributors","Trading Companies & Distributors","$722M (Micro)"
"DLHC","DLH Holdings Corp","Domestic","17.07%","8.47","Industrials","Professional Services","Human Resource & Employment Services","$176M (Micro)"
"DNDT","DND Technologies Inc","Domestic","5.88%","1.02","Consumer Staples","Personal Products","Personal Products","$408K (Micro)"
"DMLP","Dorchester Minerals LP","Domestic","84.78%","8.88","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production","$1B (Micro)"
"LPG","Dorian LPG Ltd","Domestic","6.86%","8.09","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Storage & Transportation","$791M (Micro)"
"PLOW","Douglas Dynamics Inc","Domestic","7.31%","24.64","Industrials","Machinery","Construction Machinery & Heavy Trucks","$884M (Micro)"
"DOUG","Douglas Elliman Inc","Domestic","7.29%","9.43","Real Estate","Real Estate Management & Development","Real Estate Services","$325M (Micro)"
"DFH","Dream Finders Homes Inc","Domestic","17.89%","4.52","Consumer Discretionary","Household Durables","Homebuilding","$863M (Micro)"
"NAPA","Duckhorn Portfolio Inc","Domestic","5.20%","30.13","Consumer Staples","Beverages","Distillers & Vintners","$2B (Micro)"
"DCO","Ducommun Inc","Domestic","17.40%","4.88","Industrials","Aerospace & Defense","Aerospace & Defense","$632M (Micro)"
"DLTH","Duluth Holdings Inc","Domestic","5.44%","13.63","Consumer Discretionary","Internet & Direct Marketing Retail","Internet & Direct Marketing Retail","$294M (Micro)"
"DXPE","DXP Enterprises Inc","Domestic","5.18%","13.38","Industrials","Trading Companies & Distributors","Trading Companies & Distributors","$503M (Micro)"
"DYNR","Dynaresource Inc","Domestic","110.25%","4.95","Materials","Metals & Mining","Gold","$51M (Micro)"
"DVAX","Dynavax Technologies Corp","Domestic","56.75%","6.39","Health Care","Biotechnology","Biotechnology","$2B (Micro)"
"SSP","E W Scripps Co","Domestic","2.70%","11.42","Communication Services","Media","Broadcasting","$1B (Micro)"
"EACO","EACO Corp","Domestic","23.78%","5.73","Information Technology","Electronic Equipment, Instruments & Components","Technology Distributors","$122M (Micro)"
"EGLE","Eagle Bulk Shipping Inc","Domestic","29.50%","2.72","Industrials","Marine","Marine","$708M (Micro)"
"EGRX","Eagle Pharmaceuticals Inc","Domestic","9.01%","22.55","Health Care","Biotechnology","Biotechnology","$486M (Micro)"
"DEA","Easterly Government Properties Inc","Domestic","0.98%","66.13","Real Estate","Equity Real Estate Investment Trusts (REITs)","Office REITs","$1B (Micro)"
"EML","Eastern Co","Domestic","6.41%","9.45","Industrials","Machinery","Industrial Machinery","$139M (Micro)"
"EBIX","Ebix Inc","Domestic","7.11%","8.14","Information Technology","Software","Application Software","$590M (Micro)"
"ECTM","ECA Marcellus Trust I","Domestic","65.73%","4.49","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production","$46M (Micro)"
"SATS","EchoStar Corp","Domestic","0.69%","28.12","Communication Services","Diversified Telecommunication Services","Alternative Carriers","$1B (Micro)"
"ECVT","Ecovyst Inc","Domestic","3.15%","22.15","Materials","Chemicals","Specialty Chemicals","$1B (Micro)"
"EPC","Edgewell Personal Care Co","Domestic","3.13%","22.21","Consumer Staples","Personal Products","Personal Products","$2B (Micro)"
"EDUC","Educational Development Corp","Domestic","3.41%","9.88","Consumer Discretionary","Distributors","Distributors","$24M (Micro)"
"EFTR","eFFECTOR Therapeutics Inc","Domestic","44.67%","3.49","Health Care","Biotechnology","Biotechnology","$21M (Micro)"
"LOCO","El Pollo Loco Holdings Inc","Domestic","3.83%","19.12","Consumer Discretionary","Hotels, Restaurants & Leisure","Restaurants","$397M (Micro)"
"ELSE","Electro-Sensors Inc","Domestic","0.08%","5,779.07","Information Technology","Electronic Equipment, Instruments & Components","Electronic Equipment & Instruments","$17M (Micro)"
"ELMD","Electromed Inc","Domestic","5.79%","45.39","Health Care","Health Care Equipment & Supplies","Health Care Equipment","$86M (Micro)"
"ELEK","Elektros Inc","Domestic","7.23%","1.02","Consumer Discretionary","Automobiles","Automobile Manufacturers","$5M (Micro)"
"ELTP","Elite Pharmaceuticals Inc","Domestic","19.27%","5.43","Health Care","Pharmaceuticals","Pharmaceuticals","$36M (Micro)"
"EEX","Emerald Holding Inc","Domestic","11.18%","23.91","Communication Services","Media","Advertising","$272M (Micro)"
"EBS","Emergent BioSolutions Inc","Domestic","2.08%","14.69","Health Care","Biotechnology","Biotechnology","$601M (Micro)"
"ESBA","Empire State Realty OP LP","Domestic","1.24%","58.11","Real Estate","Equity Real Estate Investment Trusts (REITs)","Diversified REITs","$155M (Micro)"
"ESRT","Empire State Realty Trust Inc","Domestic","1.12%","60.05","Real Estate","Equity Real Estate Investment Trusts (REITs)","Diversified REITs","$1B (Micro)"
"ERII","Energy Recovery Inc","Domestic","8.30%","80.61","Industrials","Machinery","Industrial Machinery","$1B (Micro)"
"ESOA","Energy Services Of America Corp","Domestic","8.25%","11.74","Energy","Energy Equipment & Services","Oil & Gas Equipment & Services","$46M (Micro)"
"EPAC","Enerpac Tool Group Corp","Domestic","3.04%","76.80","Industrials","Machinery","Industrial Machinery","$1B (Micro)"
"NETI","Eneti Inc","Domestic","9.12%","7.59","Industrials","Marine","Marine","$361M (Micro)"
"EBF","Ennis Inc","Domestic","11.27%","15.60","Industrials","Commercial Services & Supplies","Commercial Printing","$592M (Micro)"
"EVC","Entravision Communications Corp","Domestic","3.73%","19.98","Communication Services","Media","Broadcasting","$458M (Micro)"
"ELA","Envela Corp","Domestic","24.94%","10.89","Consumer Discretionary","Specialty Retail","Specialty Stores","$137M (Micro)"
"ETCC","Environmental Tectonics Corp","Domestic","49.65%","8.15","Industrials","Aerospace & Defense","Aerospace & Defense","$3M (Micro)"
"PLUS","ePlus inc","Domestic","14.21%","13.84","Information Technology","Electronic Equipment, Instruments & Components","Technology Distributors","$1B (Micro)"
"EPSN","Epsilon Energy Ltd","Domestic","35.25%","5.07","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production","$169M (Micro)"
"ESCA","Escalade Inc","Domestic","8.52%","6.51","Consumer Discretionary","Leisure Products","Leisure Products","$130M (Micro)"
"ESP","Espey MFG and Electronics Corp","Domestic","5.40%","19.04","Industrials","Electrical Equipment","Electrical Components & Equipment","$36M (Micro)"
"ETD","Ethan Allen Interiors Inc","Domestic","23.56%","6.42","Consumer Discretionary","Household Durables","Home Furnishings","$719M (Micro)"
"EWCZ","European Wax Center Inc","Domestic","3.48%","212.23","Consumer Discretionary","Diversified Consumer Services","Specialized Consumer Services","$865M (Micro)"
"EVRI","Everi Holdings Inc","Domestic","15.87%","9.11","Consumer Discretionary","Hotels, Restaurants & Leisure","Casinos & Gaming","$1B (Micro)"
"MRAM","Everspin Technologies Inc","Domestic","27.51%","14.37","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors","$131M (Micro)"
"EVI","EVI Industries Inc","Domestic","3.22%","57.79","Industrials","Trading Companies & Distributors","Trading Companies & Distributors","$251M (Micro)"
"EVOP","EVO Payments Inc","Domestic","11.99%","2,502.97","Information Technology","IT Services","Data Processing & Outsourced Services","$2B (Micro)"
"EPM","Evolution Petroleum Corp","Domestic","34.73%","7.98","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production","$262M (Micro)"
"EXPI","eXp World Holdings Inc","Domestic","16.91%","47.29","Real Estate","Real Estate Management & Development","Real Estate Services","$2B (Micro)"
"EXPR","Express Inc","Domestic","2.26%","5.77","Consumer Discretionary","Specialty Retail","Apparel Retail","$89M (Micro)"
"FPI","Farmland Partners Inc","Domestic","1.92%","69.67","Real Estate","Equity Real Estate Investment Trusts (REITs)","Specialized REITs","$739M (Micro)"
"FAZE","FaZe Holdings Inc","Domestic","0.06%","380.34","Communication Services","Interactive Media & Services","Interactive Media & Services","$129M (Micro)"
"FSCR","Federal Screw Works","Domestic","1.19%","20.71","Consumer Discretionary","Auto Components","Auto Parts & Equipment","$9M (Micro)"
"FGI","FGI Industries Ltd","Domestic","19.60%","5.56","Industrials","Trading Companies & Distributors","Trading Companies & Distributors","$21M (Micro)"
"FIGS","Figs Inc","Domestic","11.42%","36.54","Health Care","Health Care Equipment & Supplies","Health Care Supplies","$1B (Micro)"
"FA","First Advantage Corp","Domestic","3.35%","32.07","Industrials","Professional Services","Human Resource & Employment Services","$2B (Micro)"
"FHRT","First Hartford Corp","Domestic","2.90%","2.99","Real Estate","Real Estate Management & Development","Diversified Real Estate Activities","$17M (Micro)"
"FREVS","First Real Estate Investment Trust of New Jersey Inc","Domestic","24.34%","2.56","Real Estate","Equity Real Estate Investment Trusts (REITs)","Diversified REITs","$113M (Micro)"
"FTDL","FirsTime Design Ltd","Domestic","19.62%","4.00","Consumer Discretionary","Household Durables","Home Furnishings","$2M (Micro)"
"FTLF","FitLife Brands Inc","Domestic","26.50%","14.65","Consumer Staples","Personal Products","Personal Products","$68M (Micro)"
"BDL","Flanigan's Enterprises Inc","Domestic","9.26%","8.07","Consumer Discretionary","Hotels, Restaurants & Leisure","Restaurants","$52M (Micro)"
"FONR","Fonar Corp","Domestic","8.10%","12.41","Health Care","Health Care Equipment & Supplies","Health Care Equipment","$121M (Micro)"
"FOR","Forestar Group Inc","Domestic","9.61%","4.07","Real Estate","Real Estate Management & Development","Real Estate Development","$728M (Micro)"
"FORM","FormFactor Inc","Domestic","10.60%","19.75","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductor Equipment","$2B (Micro)"
"FORR","Forrester Research Inc","Domestic","8.79%","21.71","Industrials","Professional Services","Research & Consulting Services","$677M (Micro)"
"FTCO","Fortitude Gold Corp","Domestic","11.26%","10.29","Materials","Metals & Mining","Gold","$137M (Micro)"
"FRG","Franchise Group Inc","Domestic","3.40%","14.26","Consumer Discretionary","Multiline Retail","General Merchandise Stores","$982M (Micro)"
"FC","Franklin Covey Co","Domestic","16.87%","40.80","Industrials","Professional Services","Research & Consulting Services","$717M (Micro)"
"FSP","Franklin Street Properties Corp","Domestic","6.26%","3.71","Real Estate","Equity Real Estate Investment Trusts (REITs)","Office REITs","$301M (Micro)"
"FDP","Fresh Del Monte Produce Inc","Domestic","2.50%","19.07","Consumer Staples","Food Products","Agricultural Products","$1B (Micro)"
"FRD","Friedman Industries Inc","Domestic","9.88%","5.23","Materials","Metals & Mining","Steel","$67M (Micro)"
"FTDR","Frontdoor Inc","Domestic","9.38%","28.05","Consumer Discretionary","Diversified Consumer Services","Specialized Consumer Services","$2B (Micro)"
"FRPH","FRP Holdings Inc","Domestic","0.07%","423.22","Real Estate","Real Estate Management & Development","Real Estate Operating Companies","$515M (Micro)"
"FLGT","Fulgent Genetics Inc","Domestic","22.96%","4.14","Health Care","Health Care Providers & Services","Health Care Services","$1B (Micro)"
"FULO","FullNet Communications Inc","Domestic","45.90%","9.41","Communication Services","Diversified Telecommunication Services","Integrated Telecommunication Services","$6M (Micro)"
"FNKO","Funko Inc","Domestic","8.83%","9.17","Consumer Discretionary","Distributors","Distributors","$451M (Micro)"
"FF","FutureFuel Corp","Domestic","7.81%","16.25","Materials","Chemicals","Specialty Chemicals","$368M (Micro)"
"GIII","G-III Apparel Group Ltd","Domestic","10.11%","4.77","Consumer Discretionary","Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods","$1B (Micro)"
"GAIA","Gaia Inc","Domestic","0.22%","180.10","Communication Services","Entertainment","Movies & Entertainment","$53M (Micro)"
"GLXZ","Galaxy Gaming Inc","Domestic","0.89%","139.73","Consumer Discretionary","Hotels, Restaurants & Leisure","Casinos & Gaming","$62M (Micro)"
"GAMB","Gambling.com Group Ltd","Domestic","13.19%","36.60","Communication Services","Media","Advertising","$370M (Micro)"
"GBLX","GB Sciences Inc","Domestic","175.94%","49.23","Health Care","Pharmaceuticals","Pharmaceuticals","$10M (Micro)"
"JOB","GEE Group Inc","Domestic","24.02%","3.72","Industrials","Professional Services","Human Resource & Employment Services","$86M (Micro)"
"GNK","Genco Shipping & Trading Ltd","Domestic","19.39%","2.78","Industrials","Marine","Marine","$606M (Micro)"
"GCO","Genesco Inc","Domestic","9.63%","6.92","Consumer Discretionary","Specialty Retail","Apparel Retail","$690M (Micro)"
"GEO","Geo Group Inc","Domestic","2.02%","19.21","Industrials","Commercial Services & Supplies","Security & Alarm Services","$1B (Micro)"
"RSKIA","George Risk Industries Inc","Domestic","5.48%","20.04","Information Technology","Electronic Equipment, Instruments & Components","Electronic Equipment & Instruments","$57M (Micro)"
"GTY","Getty Realty Corp","Domestic","5.93%","19.53","Real Estate","Equity Real Estate Investment Trusts (REITs)","Retail REITs","$2B (Micro)"
"GGLT","Giant Group Ltd","Domestic","29.36%","1.47","Consumer Discretionary","Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods","$5M (Micro)"
"ROCK","Gibraltar Industries Inc","Domestic","8.90%","18.75","Industrials","Building Products","Building Products","$2B (Micro)"
"GIC","Global Industrial Co","Domestic","32.49%","11.30","Industrials","Trading Companies & Distributors","Trading Companies & Distributors","$956M (Micro)"
"GMRE","Global Medical REIT Inc","Domestic","1.86%","37.01","Real Estate","Equity Real Estate Investment Trusts (REITs)","Health Care REITs","$623M (Micro)"
"GNL","Global Net Lease Inc","Domestic","0.54%","2,185.25","Real Estate","Equity Real Estate Investment Trusts (REITs)","Diversified REITs","$1B (Micro)"
"GLP","Global Partners LP","Domestic","15.63%","3.55","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Storage & Transportation","$1B (Micro)"
"SELF","Global Self Storage Inc","Domestic","4.59%","18.84","Real Estate","Equity Real Estate Investment Trusts (REITs)","Specialized REITs","$58M (Micro)"
"GMS","GMS Inc","Domestic","13.03%","7.15","Industrials","Trading Companies & Distributors","Trading Companies & Distributors","$2B (Micro)"
"GOGO","Gogo Inc","Domestic","62.63%","10.15","Communication Services","Wireless Telecommunication Services","Wireless Telecommunication Services","$2B (Micro)"
"GDEN","Golden Entertainment Inc","Domestic","6.21%","15.71","Consumer Discretionary","Hotels, Restaurants & Leisure","Casinos & Gaming","$1B (Micro)"
"GGROU","Golden Growers Cooperative","Domestic","27.70%","10.00","Consumer Staples","Food Products","Agricultural Products","$71M (Micro)"
"GMGI","Golden Matrix Group Inc","Domestic","8.60%","53.68","Communication Services","Entertainment","Interactive Home Entertainment","$68M (Micro)"
"GOGL","Golden Ocean Group Ltd","Domestic","18.79%","2.91","Industrials","Marine","Marine","$2B (Micro)"
"GWOX","Goodheart-Willcox Company Inc","Domestic","24.59%","49.75","Consumer Discretionary","Media","Publishing","$149M (Micro)"
"GPRO","GoPro Inc","Domestic","10.31%","11.62","Consumer Discretionary","Household Durables","Consumer Electronics","$844M (Micro)"
"GRC","Gorman-Rupp Co","Domestic","2.68%","47.74","Industrials","Machinery","Industrial Machinery","$731M (Micro)"
"EAF","GrafTech International Ltd","Domestic","38.47%","3.03","Industrials","Electrical Equipment","Electrical Components & Equipment","$1B (Micro)"
"GVA","Granite Construction Inc","Domestic","1.40%","52.16","Industrials","Construction & Engineering","Construction & Engineering","$2B (Micro)"
"GFGY","Granite Falls Energy LLC","Domestic","65.04%","1.68","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Refining & Marketing","$112M (Micro)"
"GTN","Gray Television Inc","Domestic","3.27%","4.09","Communication Services","Media","Broadcasting","$920M (Micro)"
"GLDD","Great Lakes Dredge & Dock Corp","Domestic","2.63%","21.39","Industrials","Construction & Engineering","Construction & Engineering","$463M (Micro)"
"GRBK","Green Brick Partners Inc","Domestic","25.31%","4.00","Consumer Discretionary","Household Durables","Homebuilding","$1B (Micro)"
"GPP","Green Plains Partners LP","Domestic","43.58%","7.08","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Storage & Transportation","$290M (Micro)"
"GBX","Greenbrier Companies Inc","Domestic","1.73%","27.74","Industrials","Machinery","Construction Machinery & Heavy Trucks","$1B (Micro)"
"GTEC","Greenland Technologies Holding Corp","Domestic","11.44%","4.94","Industrials","Machinery","Industrial Machinery","$26M (Micro)"
"GEF","Greif Inc","Domestic","8.95%","9.42","Materials","Containers & Packaging","Metal & Glass Containers","$2B (Micro)"
"GLGI","Greystone Logistics Inc","Domestic","17.30%","6.12","Materials","Chemicals","Commodity Chemicals","$21M (Micro)"
"GES","Guess? Inc","Domestic","8.79%","10.31","Consumer Discretionary","Specialty Retail","Apparel Retail","$1B (Micro)"
"GULTU","Gulf Coast Ultra Deep Royalty Trust","Domestic","82.08%","5.76","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production","$10M (Micro)"
"HEES","H&E Equipment Services Inc","Domestic","5.91%","14.93","Industrials","Trading Companies & Distributors","Trading Companies & Distributors","$2B (Micro)"
"HCKT","Hackett Group Inc","Domestic","28.93%","15.38","Information Technology","IT Services","IT Consulting & Other Services","$717M (Micro)"
"HAIN","Hain Celestial Group Inc","Domestic","3.40%","28.00","Consumer Staples","Food Products","Packaged Foods & Meats","$2B (Micro)"
"HOFV","Hall of Fame Resort & Entertainment Co","Domestic","0.23%","32.53","Consumer Discretionary","Hotels, Restaurants & Leisure","Leisure Facilities","$72M (Micro)"
"HBB","Hamilton Beach Brands Holding Co","Domestic","12.34%","6.16","Consumer Discretionary","Household Durables","Household Appliances","$188M (Micro)"
"HNFSA","Hanover Foods Corp","Domestic","8.68%","4.27","Consumer Staples","Food Products","Packaged Foods & Meats","$14M (Micro)"
"HRBR","Harbor Diversified Inc","Domestic","23.36%","2.30","Industrials","Airlines","Airlines","$109M (Micro)"
"HLIT","Harmonic Inc","Domestic","9.15%","39.71","Information Technology","Communications Equipment","Communications Equipment","$2B (Micro)"
"HHS","Harte Hanks Inc","Domestic","24.70%","5.40","Communication Services","Media","Advertising","$75M (Micro)"
"HVT","Haverty Furniture Companies Inc","Domestic","17.66%","6.28","Consumer Discretionary","Specialty Retail","Homefurnishing Retail","$481M (Micro)"
"HWKN","Hawkins Inc","Domestic","12.79%","15.30","Materials","Chemicals","Commodity Chemicals","$894M (Micro)"
"HAYN","Haynes International Inc","Domestic","8.81%","13.86","Materials","Metals & Mining","Steel","$627M (Micro)"
"HAYW","Hayward Holdings Inc","Domestic","8.79%","10.02","Industrials","Building Products","Building Products","$2B (Micro)"
"HCSG","Healthcare Services Group Inc","Domestic","3.49%","51.45","Industrials","Commercial Services & Supplies","Diversified Support Services","$1B (Micro)"
"HSTM","HealthStream Inc","Domestic","2.41%","83.49","Health Care","Health Care Technology","Health Care Technology","$770M (Micro)"
"HTLD","Heartland Express Inc","Domestic","11.62%","9.38","Industrials","Road & Rail","Trucking","$1B (Micro)"
"HSII","Heidrick & Struggles International Inc","Domestic","14.08%","7.91","Industrials","Professional Services","Human Resource & Employment Services","$584M (Micro)"
"HLIO","Helios Technologies Inc","Domestic","8.24%","17.48","Industrials","Machinery","Industrial Machinery","$2B (Micro)"
"HLF","Herbalife Nutrition Ltd","Domestic","17.17%","5.50","Consumer Staples","Personal Products","Personal Products","$2B (Micro)"
"HCCI","Heritage-Crystal Clean Inc","Domestic","15.92%","9.56","Industrials","Commercial Services & Supplies","Environmental & Facilities Services","$737M (Micro)"
"HT","Hersha Hospitality Trust","Domestic","7.38%","5.32","Real Estate","Equity Real Estate Investment Trusts (REITs)","Hotel & Resort REITs","$387M (Micro)"
"HFFG","Hf Foods Group Inc","Domestic","3.74%","17.01","Consumer Staples","Food & Staples Retailing","Food Distributors","$248M (Micro)"
"STLY","HG Holdings Inc","Domestic","5.12%","12.94","Consumer Discretionary","Household Durables","Home Furnishings","$22M (Micro)"
"HIBB","Hibbett Inc","Domestic","18.54%","8.74","Consumer Discretionary","Specialty Retail","Specialty Stores","$861M (Micro)"
"HEOL","Highwater Ethanol LLC","Domestic","48.78%","1.53","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Refining & Marketing","$56M (Micro)"
"HLMN","Hillman Solutions Corp","Domestic","0.17%","358.15","Industrials","Machinery","Industrial Machinery","$1B (Micro)"
"HQI","Hirequest Inc","Domestic","19.23%","22.94","Industrials","Professional Services","Human Resource & Employment Services","$249M (Micro)"
